hip,hd,ra_deg,dec_deg,vmag,sptype
60044,107193,184.70860512,75.1605502,5.46999979019165,A1V
61071,108945,187.75236725,24.56718941,5.46999979019165,A2pvar
90133,167468,275.90182621,-75.04432557,5.46999979019165,A0V
61318,109309,188.44498858,-9.45207768,5.480000019073486,A0V
82402,151956,252.58062783,7.24770528,5.480000019073486,A3m
29150,42301,92.24111381,-22.42728352,5.489999771118164,A0V
50303,88960,154.06033082,29.31055982,5.489999771118164,A0Vn
93667,177074,286.10439624,-31.04703255,5.489999771118164,A0V
116611,222133,354.48655342,18.40062425,5.489999771118164,A1Vn
4852,6178,15.60990729,-31.55204219,5.5,A1/A2IV
9570,12471,30.7415286,33.28415151,5.5,A2V
29064,42303,91.97028171,-42.1540013,5.5,A0V
76106,138413,233.152971,-19.67036366,5.5,A2IV
41451,72337,126.81994813,-70.09359517,5.510000228881836,A0V
82480,152127,252.85391115,1.21598136,5.510000228881836,A2Vs
99404,191747,302.63968695,26.90413736,5.510000228881836,A3III
24555,34203,79.01724675,11.34136954,5.519999980926514,A0V
41152,70313,125.95220483,53.21995142,5.519999980926514,A3V
22028,30127,71.033124,-18.66654311,5.53000020980835,A1V
25853,36473,82.7817652,-20.86355455,5.53000020980835,A0V
30651,44691,96.60776525,56.2850437,5.53000020980835,A3m
49065,87971,150.18293561,-82.21474569,5.53000020980835,A0IV
58159,103578,178.91886481,15.64680922,5.53000020980835,A3V
69658,124683,213.85047098,-18.20066197,5.53000020980835,A0V
78436,143459,240.19850629,-8.41132413,5.53000020980835,A0Vs
109745,211096,333.45491277,45.44060328,5.53000020980835,A0III
25143,34904,80.70968545,41.02925326,5.539999961853027,A3V
57013,101615,175.33273307,-43.09567719,5.539999961853027,A0V
97765,187982,298.00664208,24.99217156,5.539999961853027,A1Iab
108339,208565,329.23495325,12.07652564,5.539999961853027,A2Vnn
5132,6457,16.42365838,21.46547318,5.550000190734863,A0Vn
116354,221756,353.65646146,40.23655244,5.550000190734863,A1III
5310,6695,16.98795829,20.73932115,5.559999942779541,A3V
25608,36187,82.06386207,-37.2309313,5.559999942779541,A0V
47717,84461,145.92625551,-53.89136176,5.559999942779541,A0V
66753,117374,205.23406365,-85.78599228,5.559999942779541,A2m...
70492,125835,216.27641298,-68.19532385,5.559999942779541,A3Ib
97961,188485,298.62942212,24.31939041,5.559999942779541,A0III
110935,212728,337.15600483,-67.48888731,5.559999942779541,A3V
114822,219402,348.89277051,-3.49637244,5.559999942779541,A3V
7965,10221,25.5851851,68.04304624,5.570000171661377,A0p SiSr
51685,91365,158.3788815,34.98870207,5.570000171661377,A2Vn
61968,110423,190.48816539,6.80664416,5.570000171661377,A2V
